index	return	risk	AAPL	SPY	TSLA	MU	AXP	COST
0	0.019069282866792783	0.03503245687287486	0.14136969198280708	0.858630308017193	4.0361512104806075e-22	7.949034148541866e-22	1.0897079326143556e-21	4.382207319640944e-22
1	0.019264448134782834	0.03509642254781109	0.11808041938189016	0.8665138084801407	-2.7175522941577116e-20	-2.126223526026993e-19	-8.113535816865396e-21	0.01540577213796914
2	0.019459613402772885	0.03521793414151374	0.10507419472283522	0.8571992882518286	-2.6811526658688677e-20	-2.0978770596408449e-19	-8.002617867086516e-21	0.03772651702533621
3	0.019654778670762936	0.03536960587462172	0.10363420956689705	0.8464616613897186	-1.9432969128340757e-20	-2.0156924938671663e-19	0.008908700674925536	0.04099542836845879
4	0.019849943938752987	0.03552730039068084	0.10278127203297098	0.8356518043645543	-1.920339197208849e-20	-1.9862460064018668e-19	0.018269564868081917	0.04329735873439275
5	0.020045109206743038	0.035690887322106624	0.101928334499045	0.8248419473393901	-1.897312973936989e-20	-1.9568139863980639e-19	0.02763042906123828	0.045599289100326706
6	0.02024027447473309	0.03586028602918548	0.10107539696511927	0.8140320903142255	-1.8742474229020287e-20	-1.9272618611105396e-19	0.036991293254394604	0.047901219466260636
7	0.020435439742723143	0.036035414550365914	0.1002224594311933	0.8032222332890608	-1.8511910223423385e-20	-1.8978429315109435e-19	0.0463521574475513	0.05020314983219461
8	0.020630605010713194	0.03621618976375753	0.09936952189726729	0.7924123762638967	-1.8280425566324028e-20	-1.8683370834187003e-19	0.055713021640707606	0.05250508019812848
9	0.020825770278703245	0.03640252754491524	0.09851658436334139	0.7816025192387319	-1.8054202243625284e-20	-1.8389418479195288e-19	0.06507388583386417	0.054807010564062494
10	0.021020935546693296	0.036594342920432024	0.09766364682941549	0.7707926622135675	-1.7822099989024212e-20	-1.8094250751943485e-19	0.07443475002702064	0.05710894092999636
11	0.021216100814683347	0.03679155021691907	0.09681070929548942	0.7599828051884033	-1.7592270265339126e-20	-1.7799961903002906e-19	0.08379561422017687	0.059410871295930326
12	0.021411266082673398	0.03699406320500666	0.09595777176156343	0.7491729481632392	-1.7363966614522345e-20	-1.7505114711551683e-19	0.09315647841333326	0.06171280166186414
13	0.02160643135066345	0.03720179523805297	0.09510483422763756	0.7383630911380747	-1.713194431313722e-20	-1.7211040753326023e-19	0.10251734260648966	0.06401473202779807
14	0.0218015966186535	0.03741465938530054	0.09425189669371166	0.7275532341129102	-1.6902230823182302e-20	-1.691572212434904e-19	0.11187820679964616	0.066316662393732
15	0.02199676188664355	0.03763256855926976	0.0933989591597856	0.7167433770877457	-1.667322739257962e-20	-1.662195044065189e-19	0.12123907099280261	0.06861859275966602
16	0.0221919271546336	0.03785543563722738	0.09254602162585969	0.7059335200625814	-1.644168307937191e-20	-1.632628221374061e-19	0.1305999351859591	0.07092052312559984
17	0.022387092422623652	0.038083173576613005	0.09169308409193373	0.6951236630374169	-1.6212586923747313e-20	-1.6032679369553504e-19	0.13996079937911562	0.07322245349153374
18	0.022582257690613703	0.0383156955243494	0.09084014655800769	0.6843138060122527	-1.5980235321634095e-20	-1.573690411615265e-19	0.1493216635722719	0.07552438385746772
19	0.022777422958603757	0.03855291492000192	0.08998720902408185	0.673503948987088	-1.5753153247474584e-20	-1.5443253728768318e-19	0.15868252776542854	0.07782631422340164
20	0.02297258822659381	0.038794745592788844	0.0891342714901558	0.6626940919619237	-1.5522195224492363e-20	-1.5148023165407547e-19	0.16804339195858498	0.08012824458933554
21	0.02316775349458386	0.03904110185247793	0.08828133395622997	0.6518842349367591	-1.528901654887911e-20	-1.485213779514466e-19	0.1774042561517414	0.08243017495526955
22	0.02336291876257391	0.03929189857423469	0.0874283964223039	0.6410743779115948	-1.506035502098353e-20	-1.4558571006816512e-19	0.1867651203448978	0.08473210532120347
23	0.02355808403056396	0.03954705127751475	0.08657545888837812	0.6302645208864307	-1.483255126583734e-20	-1.42632028060076e-19	0.19612598453805402	0.08703403568713731
24	0.023753249298554012	0.03980647619911689	0.08572252135445214	0.6194546638612664	-1.4602830511921782e-20	-1.396962993798269e-19	0.20548684873121034	0.08933596605307131
25	0.023948414566544063	0.04007009036053428	0.08486958382052619	0.6086448068361016	-1.436864867320944e-20	-1.3674062602451675e-19	0.21484771292436694	0.09163789641900524
26	0.024143579834534114	0.04033781162975936	0.08401664628660015	0.5978349498109372	-1.4142852299973025e-20	-1.3380042737340266e-19	0.22420857711752343	0.09393982678493919
27	0.024338745102524165	0.04060955877771342	0.08316370875267426	0.5870250927857729	-1.3911019790250984e-20	-1.308465645123936e-19	0.23356944131067978	0.09624175715087309
28	0.024533910370514216	0.040885251529484516	0.08231077121874833	0.5762152357606087	-1.368122869609835e-20	-1.2790933787546216e-19	0.24293030550383615	0.09854368751680688
29	0.024729075638504266	0.04116481061056781	0.08145783368482241	0.5654053787354439	-1.345034572314247e-20	-1.2495391423362782e-19	0.25229116969699283	0.10084561788274082
30	0.024924240906494317	0.0414481577883102	0.0806048961508965	0.5545955217102794	-1.3220273730412629e-20	-1.2201576456933592e-19	0.2616520338901493	0.10314754824867482
31	0.02511940617448437	0.04173521590876759	0.07975195861697039	0.5437856646851156	-1.2991477098525286e-20	-1.190649901570972e-19	0.2710128980833055	0.10544947861460865
32	0.02531457144247442	0.04202590892918651	0.07889902108304454	0.5329758076599511	-1.2761920252261234e-20	-1.161284435111663e-19	0.2803737622764618	0.1077514089805426
33	0.02550973671046447	0.04232016194632478	0.07804608354911857	0.5221659506347865	-1.253085730632895e-20	-1.1317372734459158e-19	0.2897346264696184	0.11005333934647657
34	0.025704901978454524	0.04261790122082593	0.0771931460151927	0.5113560936096219	-1.2302874695954467e-20	-1.1023892425081701e-19	0.299095490662775	0.1123552697124105
35	0.025900067246444575	0.04291905419786229	0.07634020848126662	0.5005462365844576	-1.207177018677149e-20	-1.0728122198386351e-19	0.30845635485593137	0.11465720007834437
36	0.026095232514434626	0.04322354952425875	0.07548727094734076	0.48973637955929317	-1.1842662777762584e-20	-1.0433251298524274e-19	0.3178172190490879	0.11695913044427822
37	0.026290397782424677	0.043531317062307014	0.07463433341341481	0.4789265225341289	-1.1611419440048875e-20	-1.0139053005397126e-19	0.32717808324224423	0.11926106081021216
38	0.026485563050414728	0.043842287900475695	0.07378139587948883	0.46811666550896475	-1.1382364565182648e-20	-9.844363929747362e-20	0.3365389474354005	0.12156299117614593
39	0.02668072831840478	0.04415639436121726	0.0729284583455629	0.4573068084838002	-1.1152710340017932e-20	-9.550123148690188e-20	0.3458998116285571	0.1238649215420799
40	0.02687589358639483	0.0444735700060668	0.07207552081163697	0.44649695145863555	-1.0921402632363693e-20	-9.25421683678337e-20	0.3552606758217135	0.12616685190801394
41	0.02707105885438488	0.044793749638222434	0.0712225832777111	0.4356870944334714	-1.0693225786851374e-20	-8.961236364976897e-20	0.36462154001486974	0.12846878227394784
42	0.027266224122374935	0.045116869302789915	0.07036964574378503	0.42487723740830674	-1.0461794809000257e-20	-8.665357735402256e-20	0.3739824042080265	0.13077071263988177
43	0.027461389390364986	0.045442866284867475	0.06951670820985907	0.41406738038314245	-1.0232467513642186e-20	-8.371096531019742e-20	0.38334326840118294	0.13307264300581562
44	0.027656554658355037	0.045771679105640284	0.06866377067593316	0.4032575233579775	-1.000250487103609e-20	-8.076454810204476e-20	0.3927041325943396	0.13537457337174974
45	0.027851719926345088	0.046103247516645865	0.06781083314200723	0.3924476663328131	-9.773608534470431e-21	-7.782148705328491e-20	0.40206499678749597	0.13767650373768367
46	0.02804688519433514	0.04643751249236508	0.06695789560808132	0.3816378093076486	-9.540621974202503e-21	-7.486397016805249e-20	0.4114258609806524	0.13997843410361754
47	0.02824205046232519	0.0467744162212855	0.06610495807415523	0.37082795228248466	-9.3130073594346e-21	-7.193137482596399e-20	0.4207867251738087	0.14228036446955136
48	0.02843721573031524	0.04711390209557678	0.06525202054022936	0.36001809525732026	-9.080812953341223e-21	-6.897432902472438e-20	0.43014758936696496	0.1445822948354853
49	0.02863238099830529	0.04745591469951009	0.06439908300630334	0.34920823823215563	-8.8536035331963e-21	-6.604301376653653e-20	0.43950845356012164	0.14688422520141933
50	0.028827546266295342	0.047800399796746516	0.06354614547237748	0.3383983812069911	-8.621152034702321e-21	-6.308327743482908e-20	0.4488693177532781	0.1491861555673532
51	0.029022711534285393	0.048147304316612315	0.06269320793845157	0.3275885241818267	-8.390044844754285e-21	-6.012730054287706e-20	0.4582301819464344	0.15148808593328722
52	0.029217876802275444	0.04849657633947152	0.06184027040452553	0.31677866715666275	-8.161316713711499e-21	-5.71955709097868e-20	0.46759104613959074	0.1537900162992209
53	0.029413042070265495	0.04884816508130012	0.06098733287059966	0.30596881013149835	-7.929953028259395e-21	-5.423633815614032e-20	0.4769519103327471	0.15609194666515488
54	0.029608207338255546	0.049202020877559	0.060134395336673745	0.2951589531063338	-7.701278719482865e-21	-5.130325327330227e-20	0.4863127745259035	0.15839387703108893
55	0.029803372606245597	0.04955809516645691	0.059281457802747746	0.2843490960811692	-7.470868851368816e-21	-4.8347459699090734e-20	0.4956736387190602	0.16069580739702286
56	0.029998537874235648	0.049916340471688136	0.05842852026882184	0.27353923905600475	-7.23984959687371e-21	-4.5403893366481463e-20	0.5050345029122166	0.16299773776295673
57	0.0301937031422257	0.05027671038472412	0.057575582734896026	0.2627293820308403	-7.012277876426772e-21	-4.2456771107497596e-20	0.514395367105373	0.16529966812889071
58	0.03038886841021575	0.05063915954673229	0.056722645200969896	0.25191952500567605	-6.785421186807453e-21	-3.95162841837441e-20	0.5237562312985296	0.16760159849482462
59	0.0305840336782058	0.051003643630190096	0.05586970766704404	0.24110966798051148	-6.555056992263784e-21	-3.656430753813044e-20	0.533117095491686	0.1699035288607585
60	0.03077919894619585	0.05137011932025755	0.05501677013311796	0.2302998109553476	-6.32318125767265e-21	-3.3627983191082567e-20	0.5424779596848422	0.17220545922669223
61	0.030974364214185906	0.05173854429596576	0.054163832599192045	0.21948995393018297	-6.089028981140627e-21	-3.0669262928096865e-20	0.5518388238779988	0.1745073895926263
62	0.031169529482175957	0.052108877211275315	0.053310895065266255	0.20868009690501851	-5.863367647779454e-21	-2.773347434686589e-20	0.5611996880711551	0.17680931995856028
63	0.03136469475016601	0.05248107767605357	0.05245795753134024	0.19787023987985394	-5.63130589749116e-21	-2.478680591525904e-20	0.5705605522643117	0.17911125032449424
64	0.031559860018156055	0.052855106237015656	0.051605019997414195	0.18706038285468993	-5.4000552157659205e-21	-2.1819042685833e-20	0.5799214164574678	0.1814131806904281
65	0.03175502528614611	0.05323092435867051	0.05075208246348829	0.176250525829525	-5.17154717596043e-21	-1.888635683107683e-20	0.5892822806506246	0.18371511105636198
66	0.03195019055413616	0.05360849440430905	0.04989914492956243	0.1654406688043605	-4.9417488852084844e-21	-1.5935036376918475e-20	0.598643144843781	0.18601704142229603
67	0.032145355822126215	0.053987779617069	0.049046207395636365	0.1546308117791962	-4.71034760461779e-21	-1.2994995415580285e-20	0.6080040090369374	0.18831897178822993
68	0.032340521090116266	0.05436874410110677	0.048193269861710554	0.1438209547540316	-4.479620591046756e-21	-1.0041314805793338e-20	0.6173648732300938	0.19062090215416386
69	0.03253568635810632	0.05475135280290431	0.0473403323277845	0.13301109772886777	-4.253352738379426e-21	-7.10624685611444e-21	0.6267257374232501	0.1929228325200976
70	0.03273085162609637	0.05513557149273604	0.04648739479385861	0.12220124070370328	-4.021816670213393e-21	-4.150130877817463e-21	0.6360866016164066	0.19522476288603147
71	0.03292601689408642	0.05552136674631814	0.04563445725993253	0.11139138367853842	-3.79384637018898e-21	-1.2224333174946926e-21	0.6454474658095634	0.1975266932519656
72	0.03312118216207647	0.05590870592666012	0.04478151972600673	0.10058152665337391	-3.5593554595087364e-21	1.7424589161234904e-21	0.6548083300027199	0.19982862361789944
73	0.03331634743006652	0.05629755716613645	0.043928582192080824	0.08977166962820975	-3.3364540920937406e-21	4.6791376071112666e-21	0.6641691941958762	0.20213055398383328
74	0.03351151269805657	0.056687889348793784	0.04307564465815481	0.07896181260304516	-3.1013280078319675e-21	7.632386366078222e-21	0.6735300583890326	0.2044324843497674
75	0.03370667796604662	0.05707967209290728	0.04222270712422884	0.06815195557788124	-2.875711399925892e-21	1.0567201663490938e-20	0.6828909225821888	0.20673441471570123
76	0.03390184323403667	0.05747287573379804	0.04136976959030291	0.057342098552716735	-2.6420801784802233e-21	1.3520640030869512e-20	0.6922517867753454	0.209036345081635
77	0.034097008502026724	0.05786747130692174	0.040516832056377024	0.0465322415275523	-2.4139687003367678e-21	1.645736372859407e-20	0.7016126509685018	0.21133827544756897
78	0.034292173770016775	0.058263430531236955	0.03966389452245107	0.03572238450238771	-2.182211610804802e-21	1.942118818372326e-20	0.7109735151616583	0.213640205813503
79	0.034487339038006826	0.0586607257928606	0.038810956988525026	0.024912527477223667	-1.9536424607707085e-21	2.234527809891742e-20	0.7203343793548146	0.21594213617943683
80	0.03468250430599688	0.05905933012901629	0.03795801945459909	0.014102670452059379	-1.72085114582939e-21	2.5308658887617136e-20	0.729695243547971	0.21824406654537065
81	0.03487766957398693	0.05945921721228027	0.03710508192067329	0.0032928134268942304	-1.4935356733999002e-21	2.8267598075034736e-20	0.7390561077411275	0.22054599691130478
82	0.03507283484197698	0.05986115049384823	0.03162068007865281	9.74677217525862e-23	-4.234459248158668e-21	-7.727699140299619e-22	0.748303178284335	0.22007614163701217
83	0.03526800010996703	0.06026739673930311	0.02410748225314448	9.859808328783867e-23	-4.2837235944364694e-21	-7.814426127563415e-22	0.757500401935802	0.21839211581105336
84	0.03546316537795709	0.06067801870917341	0.016594284427635827	1.004395491991691e-22	-4.342794075211436e-21	-7.926226430792574e-22	0.7666976255872697	0.21670808998509442
85	0.03565833064594713	0.06109292817226754	0.009081086602127513	1.0282173662777663e-22	-4.39611068301381e-21	-8.034454873732289e-22	0.7758948492387366	0.21502406415913575
86	0.03585349591393719	0.0615120383689705	0.0015678887766187657	1.0025400687132311e-22	-4.454855117407738e-21	-8.141591437452757e-22	0.7850920728902042	0.21334003833317688
87	0.03604866118192723	0.06193875246656789	-2.4765639761742346e-23	-1.7919870225145544e-23	-9.993517210708408e-24	1.3619952401581403e-24	0.7992322104942028	0.20076778950579718
88	0.03624382644991729	0.062380273105605545	-2.868986162860411e-23	-2.0930580210251482e-23	-1.133625684129982e-23	3.598412148476868e-24	0.814675886610034	0.18532411338996604
89	0.036438991717907335	0.06283652731143595	-2.6199148879776544e-23	-1.8647615865240026e-23	-8.933028629518388e-24	2.5590484312056355e-24	0.8301195627258637	0.16988043727413626
90	0.03663415698589739	0.0633071965309433	-3.242433811585019e-23	-2.3888606779457315e-23	-1.462356703090182e-23	1.980133252891474e-24	0.8455632388416949	0.15443676115830507
91	0.036829322253887437	0.06379196169479238	-2.3568157929394933e-23	-1.7578070366869375e-23	-6.238486920582283e-24	3.506781981978548e-24	0.8610069149575247	0.1389930850424753
92	0.037024487521877494	0.06429050394380173	-3.7752622112993766e-23	-2.8718069085003534e-23	-1.656591483689685e-23	-3.099088656422314e-24	0.8764505910733559	0.12354940892664414
93	0.03721965278986754	0.0648025053068309	-2.9329342536083837e-23	-2.3498655191140127e-23	-7.712493254295582e-24	2.38166874637529e-24	0.891894267189186	0.10810573281081402
94	0.037414818057857596	0.0653276493297551	-3.37764382188056e-23	-2.432654109406845e-23	-1.4528962231473305e-23	-7.444831156506325e-25	0.9073379433050168	0.09266205669498319
95	0.03760998332584764	0.06586562165558596	-3.5694558894991355e-23	-2.6296781648628487e-23	-1.1260057217577487e-23	2.4923188919412876e-24	0.9227816194208469	0.07721838057915305
96	0.0378051485938377	0.06641611055623388	-3.2175377753997e-23	-2.451040034884715e-23	-1.2705937643724475e-23	4.196797215233093e-25	0.9382252955366781	0.06177470446332191
97	0.03800031386182775	0.0669788074167845	-3.458154983114119e-23	-2.774440976481463e-23	-1.3029736442706169e-23	-1.667897366446033e-24	0.9536689716525086	0.04633102834749142
98	0.0381954791298178	0.06755340717348954	-4.012267426323283e-23	-3.0508821971843244e-23	-1.6754734900413336e-23	1.6351381035700758e-24	0.969112647768339	0.030887352231660944
99	0.03839064439780785	0.06813960870694499	-4.292072585630943e-23	-3.372348781992806e-23	-1.6220573209293726e-23	1.076180439762171e-24	0.9845563238841695	0.015443676115830475
100	0.0385858096657979	0.06873711523019241	2.7165454024899703e-09	-6.307134535909286e-10	-2.4775214113423235e-10	-1.3131128941564406e-08	1.0000000105651146	2.5342388970038685e-09
